timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1690480892971,15473,catalogue_categories,200,OK,Thread Group 1-2442,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15347,0,15015
1690480892289,16156,catalogue_categories,200,OK,Thread Group 1-600,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16009,0,15600
1690480892759,15681,catalogue_categories,200,OK,Thread Group 1-1960,text,true,,1107,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15681,0,15277
1690480892177,16263,catalogue_categories,200,OK,Thread Group 1-381,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16263,0,15841
1690480892719,15718,catalogue_categories,200,OK,Thread Group 1-1829,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15718,0,15393
1690480892823,15621,catalogue_categories,200,OK,Thread Group 1-2178,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15497,0,15162
1690480892464,15979,catalogue_categories,200,OK,Thread Group 1-1008,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15979,0,15654
1690480892090,16353,catalogue_categories,200,OK,Thread Group 1-225,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16233,0,16026
1690480892929,15513,catalogue_categories,200,OK,Thread Group 1-2331,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15437,0,15184
1690480892563,15880,catalogue_categories,200,OK,Thread Group 1-1250,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15765,0,15604
1690480892970,15477,catalogue_categories,200,OK,Thread Group 1-2438,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15476,0,15054
1690480892341,16101,catalogue_categories,200,OK,Thread Group 1-707,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16101,0,15749
1690480892139,16303,catalogue_categories,200,OK,Thread Group 1-9,text,true,,1111,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16203,0,15994
1690480892263,16180,catalogue_categories,200,OK,Thread Group 1-552,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16060,0,15830
1690480892106,16336,catalogue_categories,200,OK,Thread Group 1-168,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16237,0,15789
1690480892387,16055,catalogue_categories,200,OK,Thread Group 1-808,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16055,0,15731
1690480893064,15381,catalogue_categories,200,OK,Thread Group 1-2540,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15231,0,15066
1690480892591,15851,catalogue_categories,200,OK,Thread Group 1-1342,text,true,,1111,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15759,0,15501
1690480893010,15431,catalogue_categories,200,OK,Thread Group 1-2483,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15431,0,15115
1690480892238,16206,catalogue_categories,200,OK,Thread Group 1-506,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16205,0,15880
1690480892106,16335,catalogue_categories,200,OK,Thread Group 1-139,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16335,0,16013
1690480892964,15477,catalogue_categories,200,OK,Thread Group 1-2421,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15403,0,15024
1690480892491,15960,catalogue_categories,200,OK,Thread Group 1-1122,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15959,0,15557
1690480892116,16334,catalogue_categories,200,OK,Thread Group 1-227,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16334,0,15914
1690480892435,16013,catalogue_categories,200,OK,Thread Group 1-853,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16013,0,15549
1690480892346,16098,catalogue_categories,200,OK,Thread Group 1-719,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15973,0,15747
1690480892669,15772,catalogue_categories,200,OK,Thread Group 1-1565,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15772,0,15456
1690480892662,15781,catalogue_categories,200,OK,Thread Group 1-1464,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15781,0,15456
1690480892104,16331,catalogue_categories,200,OK,Thread Group 1-223,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16133,0,16013
1690480892671,15769,catalogue_categories,200,OK,Thread Group 1-1594,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15769,0,15231
1690480892782,15658,catalogue_categories,200,OK,Thread Group 1-2042,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15658,0,15339
1690480893077,15364,catalogue_categories,200,OK,Thread Group 1-2579,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15364,0,14888
1690480892223,16218,catalogue_categories,200,OK,Thread Group 1-446,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16218,0,15902
1690480892427,16014,catalogue_categories,200,OK,Thread Group 1-893,text,true,,1107,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16002,0,15560
1690480892248,16199,catalogue_categories,200,OK,Thread Group 1-521,text,true,,1108,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16199,0,15671
1690480892399,16042,catalogue_categories,200,OK,Thread Group 1-831,text,true,,1110,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16042,0,15734
1690480892511,15943,catalogue_categories,200,OK,Thread Group 1-1049,text,true,,1106,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,15943,0,15552
1690480892133,16322,catalogue_categories,200,OK,Thread Group 1-73,text,true,,1106,1215,2600,2600,https://api.aladinmall.id/rest/v1/catalogue.categories?select=id%2Cname&id=eq.2,16322,0,15777
