timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1690480824969,12550,get_trade.shipping_providers,200,OK,Thread Group 1-46,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12543,0,12325
1690480825311,12209,get_trade.shipping_providers,200,OK,Thread Group 1-762,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12207,0,12176
1690480825640,11881,get_trade.shipping_providers,200,OK,Thread Group 1-1933,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11878,0,11765
1690480824966,12554,get_trade.shipping_providers,200,OK,Thread Group 1-59,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12552,0,12318
1690480825521,12002,get_trade.shipping_providers,200,OK,Thread Group 1-1508,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11996,0,11967
1690480825827,11696,get_trade.shipping_providers,200,OK,Thread Group 1-2386,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11696,0,11586
1690480825674,11850,get_trade.shipping_providers,200,OK,Thread Group 1-2044,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11849,0,11824
1690480824943,12581,get_trade.shipping_providers,200,OK,Thread Group 1-197,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12575,0,12546
1690480824994,12530,get_trade.shipping_providers,200,OK,Thread Group 1-267,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12530,0,12393
1690480824947,12577,get_trade.shipping_providers,200,OK,Thread Group 1-242,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12577,0,12372
1690480825766,11758,get_trade.shipping_providers,200,OK,Thread Group 1-2186,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11758,0,11390
1690480825428,12097,get_trade.shipping_providers,200,OK,Thread Group 1-1128,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12096,0,11869
1690480825026,12499,get_trade.shipping_providers,200,OK,Thread Group 1-429,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12499,0,12087
1690480825468,12057,get_trade.shipping_providers,200,OK,Thread Group 1-1288,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12057,0,11766
1690480825043,12482,get_trade.shipping_providers,200,OK,Thread Group 1-467,text,true,,1081,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12482,0,12371
1690480824996,12529,get_trade.shipping_providers,200,OK,Thread Group 1-305,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12529,0,12117
1690480825459,12067,get_trade.shipping_providers,200,OK,Thread Group 1-1206,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12067,0,11764
1690480824977,12549,get_trade.shipping_providers,200,OK,Thread Group 1-358,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12549,0,12432
1690480825425,12101,get_trade.shipping_providers,200,OK,Thread Group 1-1069,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12101,0,11688
1690480825103,12423,get_trade.shipping_providers,200,OK,Thread Group 1-520,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12423,0,12046
1690480825525,12002,get_trade.shipping_providers,200,OK,Thread Group 1-1523,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12002,0,11624
1690480825424,12103,get_trade.shipping_providers,200,OK,Thread Group 1-1081,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12103,0,11726
1690480825516,12011,get_trade.shipping_providers,200,OK,Thread Group 1-1487,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12011,0,11784
1690480825398,12129,get_trade.shipping_providers,200,OK,Thread Group 1-1009,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12129,0,11771
1690480825713,11815,get_trade.shipping_providers,200,OK,Thread Group 1-2145,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11815,0,11567
1690480825692,11836,get_trade.shipping_providers,200,OK,Thread Group 1-2079,text,true,,1082,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11836,0,11485
1690480825863,11666,get_trade.shipping_providers,200,OK,Thread Group 1-2543,text,true,,1081,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11665,0,11323
1690480825806,11723,get_trade.shipping_providers,200,OK,Thread Group 1-2322,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11722,0,11519
1690480825819,11710,get_trade.shipping_providers,200,OK,Thread Group 1-2360,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11710,0,11487
1690480825701,11828,get_trade.shipping_providers,200,OK,Thread Group 1-2107,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11828,0,11803
1690480824989,12540,get_trade.shipping_providers,200,OK,Thread Group 1-376,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12540,0,12157
1690480824942,12587,get_trade.shipping_providers,200,OK,Thread Group 1-126,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,12587,0,12446
1690480825667,11862,get_trade.shipping_providers,200,OK,Thread Group 1-2031,text,true,,1080,1218,2600,2600,https://api.aladinmall.id/rest/v1/trade.shipping_providers?select=*&status=eq.true,11862,0,11709
