timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1690480598648,8248,get_trade.promos,200,OK,Thread Group 1-83,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8192,0,6979
1690480599069,7827,get_trade.promos,200,OK,Thread Group 1-1043,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7819,0,7714
1690480599301,7611,get_trade.promos,200,OK,Thread Group 1-1706,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7506,0,7172
1690480599057,7855,get_trade.promos,200,OK,Thread Group 1-1010,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7741,0,7629
1690480599136,7777,get_trade.promos,200,OK,Thread Group 1-1147,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7662,0,6579
1690480598635,8279,get_trade.promos,200,OK,Thread Group 1-292,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8163,0,6993
1690480599072,7843,get_trade.promos,200,OK,Thread Group 1-1055,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7727,0,6581
1690480599238,7678,get_trade.promos,200,OK,Thread Group 1-1498,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7559,0,6392
1690480599048,7869,get_trade.promos,200,OK,Thread Group 1-990,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7868,0,7824
1690480598900,8017,get_trade.promos,200,OK,Thread Group 1-724,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7898,0,6752
1690480598679,8239,get_trade.promos,200,OK,Thread Group 1-13,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8118,0,7108
1690480599566,7352,get_trade.promos,200,OK,Thread Group 1-2512,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7254,0,6468
1690480599103,7816,get_trade.promos,200,OK,Thread Group 1-1095,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7695,0,7550
1690480598847,8072,get_trade.promos,200,OK,Thread Group 1-625,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7949,0,6781
1690480599288,7632,get_trade.promos,200,OK,Thread Group 1-1621,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7508,0,6363
1690480598644,8276,get_trade.promos,200,OK,Thread Group 1-238,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8152,0,7152
1690480599172,7750,get_trade.promos,200,OK,Thread Group 1-1277,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7624,0,6459
1690480599026,7896,get_trade.promos,200,OK,Thread Group 1-961,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7770,0,6626
1690480599270,7652,get_trade.promos,200,OK,Thread Group 1-1595,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7525,0,6356
1690480599232,7690,get_trade.promos,200,OK,Thread Group 1-1456,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7564,0,7538
1690480599070,7852,get_trade.promos,200,OK,Thread Group 1-1046,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7851,0,7813
1690480598820,8103,get_trade.promos,200,OK,Thread Group 1-597,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7985,0,7883
1690480598898,8026,get_trade.promos,200,OK,Thread Group 1-720,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7897,0,6754
1690480599371,7526,get_trade.promos,200,OK,Thread Group 1-1940,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7520,0,7410
1690480599312,7612,get_trade.promos,200,OK,Thread Group 1-1746,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7483,0,7408
1690480599407,7492,get_trade.promos,200,OK,Thread Group 1-2072,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7413,0,7310
1690480598639,8285,get_trade.promos,200,OK,Thread Group 1-173,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8282,0,8234
1690480599376,7548,get_trade.promos,200,OK,Thread Group 1-1959,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7418,0,7134
1690480598742,8182,get_trade.promos,200,OK,Thread Group 1-438,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8180,0,8107
1690480599344,7567,get_trade.promos,200,OK,Thread Group 1-1853,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7497,0,6527
1690480599251,7674,get_trade.promos,200,OK,Thread Group 1-1537,text,true,,6266,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7543,0,6397
1690480599381,7544,get_trade.promos,200,OK,Thread Group 1-1980,text,true,,6266,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7412,0,6310
1690480598912,8014,get_trade.promos,200,OK,Thread Group 1-759,text,true,,6266,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7881,0,6812
1690480598845,8060,get_trade.promos,200,OK,Thread Group 1-621,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7990,0,7952
1690480599320,7607,get_trade.promos,200,OK,Thread Group 1-1773,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7472,0,6305
1690480599273,7654,get_trade.promos,200,OK,Thread Group 1-1604,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7653,0,7363
1690480599398,7530,get_trade.promos,200,OK,Thread Group 1-2038,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7495,0,7263
1690480598653,8275,get_trade.promos,200,OK,Thread Group 1-311,text,true,,6266,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8146,0,7038
1690480599489,7416,get_trade.promos,200,OK,Thread Group 1-2246,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7348,0,6316
1690480598652,8254,get_trade.promos,200,OK,Thread Group 1-59,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8177,0,8058
1690480598761,8168,get_trade.promos,200,OK,Thread Group 1-456,text,true,,6266,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8031,0,6869
1690480598917,7992,get_trade.promos,200,OK,Thread Group 1-769,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7882,0,6744
1690480598770,8160,get_trade.promos,200,OK,Thread Group 1-490,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7641,0,7587
1690480599170,7761,get_trade.promos,200,OK,Thread Group 1-1270,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7760,0,7731
1690480599301,7630,get_trade.promos,200,OK,Thread Group 1-1703,text,true,,6264,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,7491,0,6326
1690480598786,8125,get_trade.promos,200,OK,Thread Group 1-538,text,true,,6262,1283,2600,2600,https://api.aladinmall.id/rest/v1/trade.promos?select=*%2Cpromo_applied_product_variants%28*%29&end_date=gte.2023-07-26+06%3A50%3A50&status=eq.true,8066,0,6885
